Date Formatted	Real Home Price Index	Nominal Home Price Index	Consumer Price Index
2009-9-01	148.246079	149.63	215.969
2009-10-01	147.074044	148.59	216.177
2009-11-01	146.334032	147.95	216.33
2009-12-01	145.33284	146.68	215.949
2010-1-01	143.186802	145	216.687
2010-2-01	141.228994	143.06	216.741
2010-3-01	141.182363	143.6	217.631
2010-4-01	142.706209	145.4	218.009
2010-5-01	144.197196	147.03	218.178
2010-6-01	144.989947	147.7	217.965
2010-7-01	144.819003	147.55	218.011
2010-8-01	143.502971	146.41	218.312
2010-9-01	141.641647	144.6	218.439
2010-10-01	140.028318	143.13	218.711
2010-11-01	138.695204	141.83	218.803
2010-12-01	137.298467	140.64	219.179
2011-1-01	135.102708	139.05	220.223
2011-2-01	133.17993	137.75	221.309
2011-3-01	131.939784	137.79	223.467
2011-4-01	132.391394	139.16	224.906
2011-5-01	133.219378	140.69	225.964
2011-6-01	134.548089	141.94	225.722
2011-7-01	134.804034	142.33	225.922
2011-8-01	133.907233	141.78	226.545
2011-9-01	132.180201	140.16	226.889
2011-10-01	130.793006	138.4	226.421
2011-11-01	129.254866	136.66	226.23
2011-12-01	128.15507	135.16	225.672
2012-1-01	126.653404	134.17	226.665
2012-2-01	125.941239	134	227.663
2012-3-01	126.739083	135.87	229.392
2012-4-01	128.785514	138.48	230.085
2012-5-01	131.336176	141.06	229.815
2012-6-01	133.503011	143.18	229.478
2012-7-01	134.756705	144.29	229.104
2012-8-01	134.402861	144.71	230.379
2012-9-01	133.487708	144.36	231.407
2012-10-01	133.180737	143.98	231.317
2012-11-01	133.811045	143.97	230.221
2012-12-01	134.084778	143.88	229.601
2013-1-01	134.096401	144.32	230.28
2013-2-01	133.785853	145.16	232.166
2013-3-01	136.010837	147.96	232.773
2013-4-01	138.927683	150.98	232.531
2013-5-01	141.34183	153.87	232.945
2013-6-01	143.360332	156.45	233.504
2013-7-01	145.010371	158.31	233.596
2013-8-01	145.850762	159.42	233.877
2013-9-01	145.932638	159.69	234.149
2013-10-01	146.195818	159.57	233.546
2013-11-01	146.312328	159.37	233.069
2013-12-01	146.252351	159.29	233.049
2014-1-01	145.801747	159.39	233.916
2014-2-01	145.732106	159.9	234.781
2014-3-01	145.993093	161.22	236.293
2014-4-01	147.117229	163	237.072
2014-5-01	148.144109	164.71	237.9
2014-6-01	149.238728	166.24	238.343
2014-7-01	150.123237	167.16	238.25
2014-8-01	150.656916	167.47	237.852
2014-9-01	150.358442	167.26	238.031
2014-10-01	150.439742	166.93	237.433
2014-11-01	151.030824	166.69	236.151
2014-12-01	151.718929	166.5	234.812
2015-1-01	152.254997	166.3	233.707
2015-2-01	151.953042	166.69	234.722
2015-3-01	152.371637	168.14	236.119
2015-4-01	153.753685	170.01	236.599
2015-5-01	154.661034	171.89	237.805
2015-6-01	155.556692	173.49	238.638
2015-7-01	156.484985	174.54	238.654
2015-8-01	157.109164	174.98	238.316
2015-9-01	157.458439	175.1	237.945
2015-10-01	157.540973	175.11	237.838
2015-11-01	157.966155	175.21	237.336
2015-12-01	158.486984	175.19	236.525
2016-1-01	158.147749	175.11	236.916
2016-2-01	158.232464	175.34	237.111
2016-3-01	158.736525	176.66	238.132
2016-4-01	159.678631	178.55	239.261
2016-5-01	160.686573	180.4	240.229
2016-6-01	161.569467	181.99	241.018
2016-7-01	162.826378	183.11	240.628
2016-8-01	163.255326	183.76	240.849
2016-9-01	163.127914	184.06	241.428
2016-10-01	162.997372	184.14	241.729
2016-11-01	163.448118	184.36	241.353
2016-12-01	163.552391	184.54	241.432
2017-1-01	162.828582	184.8	242.839
2017-2-01	162.649055	185.17	243.603
2017-3-01	163.836954	186.68	243.801
2017-4-01	165.10877	188.68	244.524
2017-5-01	166.71814	190.69	244.733
2017-6-01	168.08959	192.43	244.955
2017-7-01	169.308781	193.69	244.786
2017-8-01	169.542351	194.54	245.519
2017-9-01	169.06289	195.02	246.819
2017-10-01	169.401427	195.28	246.663
2017-11-01	169.713926	195.65	246.669
2017-12-01	170.170479	196.06	246.524
2018-1-01	169.496212	196.35	247.867
2018-2-01	169.424572	197.15	248.991
2018-3-01	170.486244	198.84	249.554
2018-4-01	171.563691	200.89	250.546
2018-5-01	172.432486	202.75	251.588
2018-6-01	173.518404	204.35	251.989
2018-7-01	174.292096	205.27	252.006
2018-8-01	174.513551	205.65	252.146
2018-9-01	174.361855	205.71	252.439
2018-10-01	174.056034	205.71	252.885
2018-11-01	174.438912	205.47	252.038
2018-12-01	174.658876	205.07	251.233
2019-1-01	174.01623	204.71	251.712
